Data/Hora,Chuva Horária (mm),Nível adotado (cm),,,,,,,,,,,,,,,,,,
31/05/2024 17:45:00,0,469,,,,,,,,,,,,,,,,,,
31/05/2024 17:30:00,0,469,,,,,,,,,,,,,,,,,,
31/05/2024 17:15:00,0,470,,,,,,,,,,,,,,,,,,
31/05/2024 17:00:00,0,470,,,,,,,,,,,,,,,,,,
31/05/2024 16:45:00,0,470,,,,,,,,,,,,,,,,,,
31/05/2024 16:30:00,0,470,,,,,,,,,,,,,,,,,,
31/05/2024 16:15:00,0,470,,,,,,,,,,,,,,,,,,
31/05/2024 16:00:00,0,470,,,,,,,,,,,,,,,,,,
31/05/2024 15:45:00,0,470,,,,,,,,,,,,,,,,,,
31/05/2024 15:30:00,0,470,,,,,,,,,,,,,,,,,,
31/05/2024 15:15:00,0,471,,,,,,,,,,,,,,,,,,
31/05/2024 15:00:00,0,471,,,,,,,,,,,,,,,,,,
31/05/2024 14:45:00,0,471,,,,,,,,,,,,,,,,,,
31/05/2024 14:30:00,0,471,,,,,,,,,,,,,,,,,,
31/05/2024 14:15:00,0,471,,,,,,,,,,,,,,,,,,
31/05/2024 14:00:00,0,471,,,,,,,,,,,,,,,,,,
31/05/2024 13:45:00,0,471,,,,,,,,,,,,,,,,,,
31/05/2024 13:30:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 13:15:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 13:00:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 12:45:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 12:30:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 12:15:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 12:00:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 11:45:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 11:30:00,0,473,,,,,,,,,,,,,,,,,,
31/05/2024 11:15:00,0,472,,,,,,,,,,,,,,,,,,
31/05/2024 11:00:00,0,473,,,,,,,,,,,,,,,,,,
31/05/2024 10:45:00,0,473,,,,,,,,,,,,,,,,,,
31/05/2024 10:30:00,0,473,,,,,,,,,,,,,,,,,,
